1187008882.000000000	0.34376815	-1.1468209
1187008882.000488281	-0.08207503	-1.2767806
1187008882.000976563	-0.47031194	-1.0190554
1187008882.001464844	-0.35570365	-0.83139879
1187008882.001953125	-0.53973794	-0.8672322
1187008882.002441406	-0.64506763	-0.5884732
1187008882.002929688	-0.70888233	-0.56799102
1187008882.003417969	-0.84610295	-0.36644581
1187008882.003906250	-0.8348434	-0.19847763
1187008882.004394531	-0.68251896	-0.1343416
1187008882.004882813	-0.57490361	-0.27069587
1187008882.005371094	-0.86115968	-0.41360354
1187008882.005859375	-1.0061798	-0.0079044253
1187008882.006347656	-0.97502267	0.18503529
1187008882.006835938	-0.90130699	0.3544091
1187008882.007324219	-0.87415802	0.41024756
1187008882.007812500	-0.87193495	0.51926368
1187008882.008300781	-0.65632713	0.7126025
1187008882.008789063	-0.2124154	0.5074271
1187008882.009277344	-0.5083921	0.07959801
1187008882.009765625	-0.95599198	0.39060545
1187008882.010253906	-1.0338869	0.70163524
1187008882.010742188	-0.95401192	1.2298778
1187008882.011230469	-0.49114457	1.6914275
1187008882.011718750	-0.054404199	1.7372408
1187008882.012207031	0.40742686	1.9742568
1187008882.012695313	1.2688336	1.7740992
1187008882.013183594	1.6163492	0.98841119
1187008882.013671875	1.5258819	0.6045087
1187008882.014160156	1.5983665	0.39959782
1187008882.014648438	1.5830398	0.12065929
1187008882.015136719	1.5059805	-0.23263508
1187008882.015625000	1.1792042	-0.46207651
1187008882.016113281	1.2449203	-0.50195396
1187008882.016601563	1.1831437	-0.95247865
1187008882.017089844	0.90158367	-1.1045456
1187008882.017578125	0.85610592	-1.3565924
1187008882.018066406	0.49943286	-1.6119483
1187008882.018554688	-0.058928162	-1.6908648
1187008882.019042969	-0.62618506	-1.6037853
1187008882.019531250	-1.2120137	-1.151758
1187008882.020019531	-1.4820107	-0.48631585
1187008882.020507813	-1.242221	0.11189878
1187008882.020996094	-0.6894533	0.39730644
1187008882.021484375	-0.39667982	0.35195237
1187008882.021972656	-0.28883326	0.17341721
1187008882.022460938	-0.37972409	0.090062663
1187008882.022949219	-0.39271992	0.22207516
1187008882.023437500	-0.19206625	0.23384023
1187008882.023925781	-0.062353313	-0.065243453
1187008882.024414063	-0.32602429	-0.47072518
1187008882.024902344	-0.93964672	-0.34301484
1187008882.025390625	-1.100515	0.25204325
1187008882.025878906	-0.93539655	0.55688095
1187008882.026367188	-0.74509102	0.74357504
1187008882.026855469	-0.17204353	0.79232931
1187008882.027343750	-0.11445376	0.21249515
1187008882.027832031	-0.56329769	0.35139316
1187008882.028320313	-0.40185863	0.55371636
1187008882.028808594	-0.7037487	0.36393917
1187008882.029296875	-1.0132258	0.83452827
1187008882.029785156	-0.99522316	1.512169
1187008882.030273438	-0.50046086	2.2173557
1187008882.030761719	0.40753144	2.5766337
1187008882.031250000	1.3220884	2.4309974
1187008882.031738281	2.3286943	1.9999373
1187008882.032226563	3.0761409	0.96720159
1187008882.032714844	3.1398613	-0.45929992
1187008882.033203125	2.2407308	-1.4171131
1187008882.033691406	1.2253492	-1.2744788
1187008882.034179688	1.2256818	-0.87379217
1187008882.034667969	1.3712921	-1.0533162
1187008882.035156250	1.5593736	-1.4360049
1187008882.035644531	1.2794132	-2.4239948
1187008882.036132813	0.022013307	-2.5844369
1187008882.036621094	-0.52431631	-2.2451954
1187008882.037109375	-0.88817948	-2.0781898
1187008882.037597656	-1.4114456	-2.0355134
1187008882.038085938	-2.1639912	-1.9032013
1187008882.038574219	-3.1287048	-0.87447643
1187008882.039062500	-2.8389564	0.69918203
1187008882.039550781	-1.6748847	1.3545113
1187008882.040039063	-1.1937991	1.3960625
1187008882.040527344	-0.66545963	1.6335696
1187008882.041015625	0.0088431239	1.4200504
1187008882.041503906	0.35145062	0.89626735
1187008882.041992188	0.36199468	0.41715348
1187008882.042480469	-0.11598158	0.15003307
1187008882.042968750	-0.54518068	0.54476583
1187008882.043457031	-0.32383358	1.1729919
1187008882.043945313	0.47658709	1.2116632
1187008882.044433594	0.85034931	0.80299735
1187008882.044921875	0.73801339	0.45470887
1187008882.045410156	0.81177473	0.21865311
1187008882.045898438	0.61110204	-0.079377949
1187008882.046386719	0.29235294	-0.10078499
1187008882.046875000	0.07276845	0.084775597
1187008882.047363281	0.16360623	0.52467197
1187008882.047851563	0.59074634	0.75116909
1187008882.048339844	0.98600519	0.52687585
1187008882.048828125	1.1628958	-0.17543393
1187008882.049316406	0.74256974	-0.53362393
1187008882.049804688	0.92004216	-0.35636431
1187008882.050292969	1.2274351	-0.86235881
1187008882.050781250	0.72561288	-1.1759534
1187008882.051269531	0.82864952	-1.2616289
1187008882.051757813	0.36953479	-2.2722538
1187008882.052246094	-0.93113375	-2.2242656
1187008882.052734375	-1.4584661	-1.2540106
1187008882.053222656	-1.2588754	-0.78493613
1187008882.053710938	-1.0389712	-0.75748831
1187008882.054199219	-1.3386202	-0.65898794
1187008882.054687500	-1.3529235	-0.55650771
1187008882.055175781	-1.7477658	-0.63937932
1187008882.055664063	-2.1020098	-0.0045116022
1187008882.056152344	-1.9402202	0.40437603
1187008882.056640625	-2.3317711	0.86359346
1187008882.057128906	-2.087234	2.1745462
1187008882.057617188	-0.91672671	2.4878988
1187008882.058105469	-0.48600084	2.3701162
1187008882.058593750	-0.045936793	2.6450248
1187008882.059082031	0.60686529	2.4602067
1187008882.059570313	1.0494417	2.0486932
1187008882.060058594	1.2812159	1.7504344
1187008882.060546875	1.6267588	1.8282113
1187008882.061035156	2.4348354	1.372121
1187008882.061523438	2.7295394	0.44982982
1187008882.062011719	2.5844903	-0.40777257
1187008882.062500000	1.9781071	-1.193813
1187008882.062988281	1.2750921	-1.5393769
1187008882.063476563	0.42220244	-1.4590836
1187008882.063964844	-0.034892917	-0.85251033
1187008882.064453125	0.18089497	-0.46771306
1187008882.064941406	0.40197068	-0.63747478
1187008882.065429688	0.20759094	-0.68090022
1187008882.065917969	0.12890878	-0.60481238
1187008882.066406250	0.037787467	-0.68444639
1187008882.066894531	-0.28988957	-0.59249455
1187008882.067382813	-0.42014951	-0.30291155
1187008882.067871094	-0.3586657	-0.024000943
1187008882.068359375	0.018932819	0.20775056
1187008882.068847656	0.26603693	0.12497669
1187008882.069335938	0.3709251	-0.164837
1187008882.069824219	0.12342209	-0.20883419
1187008882.070312500	0.33303279	0.1279557
1187008882.070800781	0.88694298	-0.25449118
1187008882.071289063	0.75640011	-1.0395689
1187008882.071777344	0.1376664	-1.6090065
1187008882.072265625	-0.84970093	-1.7169555
1187008882.072753906	-1.6644011	-0.92895973
1187008882.073242188	-1.5736139	0.21514744
1187008882.073730469	-0.74398172	0.75447762
1187008882.074218750	-0.17078999	0.43939149
1187008882.074707031	-0.28368351	0.33551538
1187008882.075195313	0.013097323	0.45920339
1187008882.075683594	0.44325513	0.13391718
1187008882.076171875	0.28227592	-0.18982852
1187008882.076660156	0.22266316	-0.11805648
1187008882.077148438	0.36212996	-0.36589539
1187008882.077636719	0.2314661	-0.70855397
1187008882.078125000	0.00086060166	-0.77909178
1187008882.078613281	-0.12539452	-0.93639302
1187008882.079101563	-0.47122461	-1.1816046
1187008882.079589844	-1.3023798	-1.3278787
1187008882.080078125	-2.1652451	-0.63158
1187008882.080566406	-2.1285069	0.53446436
1187008882.081054688	-1.748188	1.2366202
1187008882.081542969	-1.1318146	1.9290878
1187008882.082031250	-0.028553545	2.028389
1187008882.082519531	0.56360221	1.4497451
1187008882.083007813	0.8326959	1.2746553
1187008882.083496094	1.3999777	0.73096246
1187008882.083984375	1.2798235	-0.10364899
1187008882.084472656	0.94533479	-0.4159604
1187008882.084960938	0.61474735	-1.0520921
1187008882.085449219	-0.44389158	-1.3739821
1187008882.085937500	-1.3584751	-0.46986467
1187008882.086425781	-1.2472584	0.53593278
1187008882.086914063	-0.7191174	0.82164085
1187008882.087402344	-0.71711338	1.0718781
1187008882.087890625	-0.34198064	1.651839
1187008882.088378906	0.53772938	1.6585431
1187008882.088867188	1.0920792	1.3232261
1187008882.089355469	1.6258421	0.91202348
1187008882.089843750	1.667707	-0.14339221
1187008882.090332031	0.82874048	-0.69040972
1187008882.090820313	0.34690928	-0.07746917
1187008882.091308594	0.72898448	0.19456372
1187008882.091796875	0.89832902	-0.065402508
1187008882.092285156	0.89743537	0.0094621181
1187008882.092773438	1.4450983	-0.25687933
1187008882.093261719	1.5777124	-1.2289144
1187008882.093750000	0.67403066	-1.8287563
1187008882.094238281	-0.15606409	-1.617414
1187008882.094726563	-0.56952333	-1.4138358
1187008882.095214844	-0.95319176	-0.88450527
1187008882.095703125	-0.79292166	-0.35001889
1187008882.096191406	-0.40133062	-0.26244164
1187008882.096679688	-0.23501945	-0.47172976
1187008882.097167969	-0.6584971	-0.66071564
1187008882.097656250	-0.71848869	-0.20184113
1187008882.098144531	-0.50463778	-0.23210189
1187008882.098632813	-0.95024526	-0.19007716
1187008882.099121094	-0.88842648	0.27867892
1187008882.099609375	-0.62844419	0.40104347
1187008882.100097656	-0.50001478	0.6085633
1187008882.100585938	-0.12635298	0.58625394
1187008882.101074219	-0.0066874921	0.1995308
1187008882.101562500	-0.22606055	0.054923147
1187008882.102050781	-0.38050431	0.177304
1187008882.102539063	-0.23923939	0.32186252
1187008882.103027344	-0.14004382	0.33317775
1187008882.103515625	-0.055677257	0.51583403
1187008882.104003906	0.097103581	0.49151778
1187008882.104492188	0.099566072	0.54993302
1187008882.104980469	0.49582934	0.64307415
1187008882.105468750	0.90909886	0.179656
1187008882.105957031	0.60314751	-0.37794599
1187008882.106445313	0.26853466	-0.29881841
1187008882.106933594	0.32708687	-0.30440348
1187008882.107421875	0.2869392	-0.5989607
1187008882.107910156	-0.15759653	-0.80032909
1187008882.108398438	-0.73146701	-0.69211918
1187008882.108886719	-1.0823563	-0.29754493
1187008882.109375000	-1.267576	0.27204627
1187008882.109863281	-0.92163646	1.0163306
1187008882.110351563	-0.51495308	0.9225204
1187008882.110839844	-0.54515016	1.1642665
1187008882.111328125	-0.134725	1.4705667
1187008882.111816406	0.10071413	1.3821794
1187008882.112304688	0.56047016	1.8571345
1187008882.112792969	1.6314976	1.7403382
1187008882.113281250	1.9830858	0.81706452
1187008882.113769531	2.0802441	0.34429049
